id,name,operator_id,owner_id,anchor_tenant_id,proponent,suburb,lga,state,market,lat,lon,address,status,it_capacity_mw,total_capacity_mw,max_capacity_mw,first_phase_mw,campus_area_ha,gfa_sqm,capital_cost_aud,construction_jobs,operational_jobs,operational_from,target_completion,nearest_cable_ls_km,nearest_cable_ls_name,proximity_note,hcf_certified,notes,fact_status,source_id,confidence,as_of_date
SITE_43_61_TURNER,43-61 Turner Road Data Centre,,,,ARUP Pty Ltd,,Camden,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: ARUP Pty Ltd. The Schedule 1 applicant is ARUP Pty Ltd - the engineering consultancy. The fourth consultancy in the sample, after Cundall Johnston and Partners (twice), Lehr Consultants, and now ARUP.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_KURRI_KURRI,"Kurri Kurri Data Centre (Loxford, former aluminium smelter site)",,,,ADW Johnson Pty Ltd (applicant; end user unclear),Loxford (Hart Road),Cessnock City Council,NSW,NEM,,,"Hart Road, Loxford - former Hydro Aluminium Kurri Kurri Smelter site",pre_lodgement,540.0,,540.0,,21.0,,,,,,,,,,,"SSD-128819490, portal stage Prepare EIS as at 18 September 2026. A SEARs application seeks a 540 MW data centre on a 21 ha remediated former heavy industrial site: a large two-storey facility plus two substations connecting to the existing 132 kV Ausgrid transmission line. Adjacent to Snowy Hydro's 660 MW Kurri Kurri gas power station, which launched in 2025. THREE FINDINGS IN ONE SITE. (1) It is the clearest Australian example of what the NSW Guidelines actually want: brownfield, remediated, adjacent to existing generation and transmission, outside the constrained Sydney basin, where the Guidelines say consumer bills can fall because new demand pays for assets running below potential output. (2) It displaces housing. The site was sold in 2020 to Stevens Group and McCloy Group to develop 'Loxford Waters', a 2,000-hectare suburb with 2,000 new homes plus industrial estates and a business park. That is the opportunity-cost question in the inquiry's terms of reference (f) realised on a specific parcel. (3) The applicant is a project management firm and the end user is unclear, so the facility's actual operator and tenant are undisclosed.",VERIFIED,SRC_DCD_KURRI,high,2026-09-18
SITE_GRAND_AVE,"Grand Avenue Data Centre Expansion, Rosehill",ENT_EQUINIX,,,Equinix Hyperscale 2 (SY10) Pty Limited,,City of Parramatta,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Equinix Hyperscale 2 (SY10) Pty Limited. PROJECT ATLAS-STYLE CODENAME RESOLVED: the Schedule 1 applicant is Equinix Hyperscale 2 (SY10) Pty Limited, a project-specific SPV of Equinix, and the portal title's 'SY10' matches Equinix's certified SYD10 enclave naming. This is the first hyperscaler-adjacent operator resolved from a signed NSW consent in this project.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_KHARTOUM,1-5 Khartoum Road Data Centre,,,,Stockland Development Pty Limited,,City of Ryde,NSW,NEM,,,,approved,35.0,,35.0,,,,,,,,,,,,,SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Stockland Development Pty Limited. The Schedule 1 applicant is Stockland Development Pty Limited - the property group developing in its own name. Applicant recovered in the 2026-09-18 pypdf re-extraction (RG-065).,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_23_25_WATERLOO,23-25 Waterloo Road Data Centre,,,,,,City of Ryde,NSW,NEM,,,,pre_lodgement,70.0,,70.0,,,,,,,,,,,,,City of Ryde. Prepare EIS; description references 70 MW.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_JULIUS_AVE,Julius Avenue Data Centre,,,,,,City of Ryde,NSW,NEM,,,,lodged,,,,,,,,,,,,,,,,City of Ryde. In Assessment. Julius Avenue is in the Macquarie Park corridor.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_MACQUARIE_PARK_DC,Macquarie Park Data Centre,,,,Stockland Trust Management Limited,,City of Ryde,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Stockland Trust Management Limited. The Schedule 1 applicant is Stockland Trust Management Limited (2021 consent, SSD-10467) - a second Stockland entity alongside Stockland Development Pty Limited at 1-5 Khartoum Road. The database also carries SITE_STOCKLAND_MP (Stockland Macquarie Park Stage 1, under construction); the relationship between the two Macquarie Park records needs confirmation (RG-084). Applicant recovered in the 2026-09-18 pypdf re-extraction (RG-065).",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_PROJECT_APOLLO,Project Apollo Data Centre Macquarie Park,ENT_GOODMAN,,,Goodman Property Services (Aust) Pty Limited,,City of Ryde,NSW,NEM,,,,approved,,135.0,,,,,,,,,,,,,,SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Goodman Property Services (Aust) Pty Limited. CODENAME RESOLVED: the Schedule 1 applicant is Goodman Property Services (Aust) Pty Limited. Confirms the NSW IDA Round 1 attribution of 'Project Atlas' to Goodman and shows Goodman developing in its own name rather than through a project SPV.,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_ROAD_1,Road 1 Data Centre,,,,,,City of Ryde,NSW,NEM,,,,lodged,34.3,,34.3,,,,,,,,,,,,,City of Ryde. In Assessment; description references 34.3 MW.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_TALAVERA,Talavera Road Data Centre Campus Expansion,ENT_MACQUARIE_TG,,,Macquarie Data Centres Pty Ltd,,City of Ryde,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Macquarie Data Centres Pty Ltd. CODENAME RESOLVED: the Schedule 1 applicant is Macquarie Data Centres Pty Ltd. Talavera Road is in the Macquarie Park corridor where Macquarie Technology Group operates its IC3 'Super West' certified facility, and Macquarie is the only vertically integrated certified sovereign stack in Australia.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_WATERLOO_ESR,Waterloo Road Data Centre (ESR Developments),,,,,,City of Ryde,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"City of Ryde. Approved. The portal title names ESR Developments, a listed Asia-Pacific industrial real estate manager - a rare case of the developer being identifiable from the portal record itself.",VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_ORIORDAN,"22 O'Riordan Street, Alexandria - Data Centre",,,,,,City of Sydney,NSW,NEM,,,,pre_lodgement,38.0,,38.0,,,,,,,,,,,,,City of Sydney. Prepare EIS; description references 38 MW. Alexandria is the inner-sydney corridor where Equinix SY1 and noise complaints about generator testing have historically concentrated.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_DIGICO_SYD1,DigiCo SYD1 Data Centre Expansion,,,,HDI SYD1 Property Holdings Limited,,City of Sydney,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: HDI SYD1 Property Holdings Limited. The Schedule 1 applicant is HDI SYD1 Property Holdings Limited - a property holding vehicle whose 'SYD1' element matches HMC DigiCo's SYD1 facility naming. A sixth structure type: a dedicated property holding company per site.,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_PROJECT_PLUTO,Project Pluto Data Centre,,,,,,Cumberland,NSW,NEM,,,,approved,126.0,,126.0,,,,,,,,,,,,,Cumberland LGA. Approved; description references 126 MW.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_DAVIS_RD_CUNDALL,Davis Road Data Centre (Cundall),,,,Cundall Johnston and Partners Pty Ltd,,Fairfield City,NSW,NEM,,,,approved,180.0,,180.0,,,,,,,,,,,,,SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Cundall Johnston and Partners Pty Ltd. Cundall Johnston and Partners Pty Ltd - the consulting engineers whose name is already in the project title. The same application carries an access-restricted 'ASIC certificate Amazon Corporate Services Pty Ltd' (RG-057).,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_NEXTDC_S4_P2,"NEXTDC S4 Data Centre Phase 2, Horsley Park",ENT_NEXTDC,,,,,Fairfield City,NSW,NEM,,,,pre_lodgement,134.4,,134.4,,,,,,,,,,,,,Fairfield City. Prepare EIS; description references 134.4 MW. A second stage of the approved S4 campus.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_APOLLO_PLACE,Apollo Place Data Centre,,,,EMKC Cubed Management Pty Ltd,,Lane Cove,NSW,NEM,,,,approved,,45.0,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: EMKC Cubed Management Pty Ltd. The Schedule 1 applicant is also EMKC Cubed Management Pty Ltd, so this SPV holds at least two Lane Cove consents: Apollo Place (63.8 MW installed back-up, 45 MW total power cap) and 51 Huntingwood Drive (632 MW installed back-up). A single undisclosed vehicle controlling two consents in the corridor with the most concentrated community opposition in the state.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_LANE_COVE_WEST,Lane Cove West Data Centre,,,,Greenbox Architecture Pty Ltd,,Lane Cove,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Greenbox Architecture Pty Ltd. The Schedule 1 applicant is Greenbox Architecture Pty Ltd - an ARCHITECTURAL PRACTICE holding a 2019 data centre consent. A fifth consultancy-type applicant in the sample, and the earliest consent in the Lane Cove cluster. Applicant recovered in the 2026-09-18 pypdf re-extraction (RG-065). Note the separate operational site row SITE_AIRTRUNK_SYD2 in the same suburb.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_MOWBRAY_RD,Mowbray Road Data Centre,,,,,,Lane Cove,NSW,NEM,,,,withdrawn,,,,,,,,,,,,,,,,"Lane Cove. WITHDRAWN - the second of three withdrawn data centre SSDs, and the second in Lane Cove LGA.",VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_PROJECT_MARS,Project Mars Data Centre,,,,,,Lane Cove,NSW,NEM,,,,lodged,,,,,,,,,,,,,,,,Lane Cove. At Response to Submissions. A fourth Lane Cove project.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_ALDINGTON,Aldington Road Data Centre,,,,,,Penrith,NSW,NEM,,,,pre_lodgement,,,,,,,,,,,,,,,,Penrith. Prepare EIS. Aldington Road is in the Kemps Creek / St Marys growth corridor; a '200 Aldington' modification also appears in the register against a separate project.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_KC1,"KC1 Data Centre, Kemps Creek",,,,,,Penrith,NSW,NEM,,,,pre_lodgement,144.0,,144.0,,,,,,,,,,,,,"Penrith. Prepare EIS; description references 144 MW. A FOURTH named project at Kemps Creek alongside Microsoft's operating campus, Stockland Fife and the 1 GW Mamre Road campus - which is why the Department directed cumulative-impact assessment for this precinct.",VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_STACK_SYD01,"STACK SYD01 Data Centre, Erskine Park",ENT_STACK_AU,,,,,Penrith; Blacktown,NSW,NEM,,,,lodged,450.0,,450.0,,,,,,,,,,,,,Penrith and Blacktown. In Assessment; description references 450 MW. STACK's Erskine Park campus is one of the largest applications in the state and sits in the same corridor as Digital Realty's SYD10/SYD11/SYD14 certified enclaves.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_DCI_POPLARS,DCI Poplars Data Centre Project,ENT_DCI,,,The Trustee for NineZero DC Sub Trust I,,Queanbeyan-Palerang Regional,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: The Trustee for NineZero DC Sub Trust I. The Schedule 1 applicant is The Trustee for NineZero DC Sub Trust I, a unit trust trustee. The project title names DCI and the portal record carries DCI-labelled documents, but the legal applicant is the trust - so the operating company is not the consent holder.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_BROOKHOLLOW,"Brookhollow Avenue Data Centre Expansion, Norwest",,,,,,The Hills Shire,NSW,NEM,,,,lodged,,,,,,,,,,,,,,,,The Hills Shire. At Response to Submissions. Norwest is the same corridor as the IDA-endorsed AIMS Bella Vista campus and GreenSquare DC SYD1 Stage 2.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_FREDERICK_ST,Frederick Street Data Centre,,,,,,Willoughby City,NSW,NEM,,,,pre_lodgement,81.0,,81.0,,,,,,,,,,,,,Willoughby City. Prepare EIS; description references 81 MW. Frederick Street Artarmon had already surfaced through a Willoughby community group; this confirms it is a registered SSD application. An 81 MW facility in a dense lower north shore residential-commercial interface.,VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_LANCELEY,"Lanceley Place Data Centre, Artarmon",,,,,,Willoughby City,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"Willoughby City. Approved, with a further modification application on foot. Artarmon is a second operating data centre node in the Lane Cove / Willoughby corridor.",VERIFIED,SRC_NSWPORTAL_REGISTER,high,2026-09-18
SITE_DICKER_DATA,Dicker Data Warehouse and Distribution Centre,,,,Dicker Data Limited,,Sutherland Shire,NSW,NEM,,,,approved,,,,,,,,,,,,,,,,"SCHEDULE 1 APPLICANT ON THE SIGNED CONSENT: Dicker Data Limited. The Schedule 1 applicant is Dicker Data Limited - the ASX-listed IT hardware distributor, for a warehouse and distribution centre (the consent's own development description does not say data centre; it enters this sample via the portal's data centre search). Schedule 1 is a two-column layout whose labels and values the text layer separates; parsed with a dedicated fallback in the 2026-09-18 re-extraction (RG-065). File DOC18/721211.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
SITE_ZERRA_MELB,"Zerra DC Melbourne campus (former automotive plant site, reported)",ENT_ZERRA,,,Zerra DC,Melbourne (site not identified),,VIC,NEM,,,,rumoured,,,,,,,,,,,,,,,,"Reported as a potential six-building data centre campus on a former automotive plant site in Melbourne. No address, capacity or application reference located. Former automotive plant sites in Melbourne are large, industrially zoned, grid-connected brownfields, which is exactly the siting the NSW Data Centre Guidelines recommends, so this is worth resolving. Recorded as rumoured on a single secondary headline.",CLAIMED,SRC_DCD_ZERRA,low,2026-09-18
SITE_IPSWICH_10ST,"Ten-storey data centre outside Brisbane (Ipswich, reported)",,,,,Ipswich area,Ipswich City Council,QLD,NEM,,,,rumoured,,,,,,,,,,,,,,,,"Plans reported filed on 19 August 2026 for a ten-storey data centre outside Brisbane. A ten-storey data centre is unusual in Australia, where the largest consented buildings are the five-storey structures at Glendenning Road and the four-storey buildings at Mamre Road. Not verified against the council register - research gap RG-051.",CLAIMED,SRC_DCD_ZERRA,low,2026-09-18
